,type
418266.cif,1
425263.cif,0
110277.cif,0
429417.cif,0
423829.cif,0
97795.cif,1
108591.cif,1
421319.cif,1
290453.cif,0
630499.cif,1
23227.cif,1
53197.cif,1
201402.cif,1
237853.cif,0
28919.cif,1
249731.cif,0
643301.cif,1
42460.cif,1
3349.cif,0
81555.cif,1
410093.cif,1
640755.cif,1
68881.cif,0
159258.cif,1
416000.cif,0
246945.cif,1
81680.cif,0
33959.cif,1
82366.cif,1
413191.cif,1
76053.cif,1
154633.cif,0
431531.cif,0
94960.cif,1
421933.cif,1
416377.cif,1
92843.cif,0
68240.cif,0
617756.cif,1
425448.cif,0
16766.cif,1
20809.cif,1
81303.cif,1
170340.cif,1
612131.cif,1
244037.cif,0
642614.cif,1
71294.cif,1
402158.cif,0
417670.cif,0
670916.cif,1
107850.cif,1
74600.cif,0
167206.cif,1
67389.cif,0
18117.cif,0
622226.cif,1
656218.cif,1
401378.cif,1
237149.cif,1
649632.cif,1
150332.cif,0
58875.cif,1
422203.cif,0
602551.cif,1
170739.cif,0
24498.cif,1
60769.cif,1
670594.cif,1
650692.cif,1
635676.cif,1
35085.cif,0
391469.cif,1
3547.cif,0
409750.cif,0
20610.cif,0
16295.cif,1
673927.cif,1
29135.cif,1
416969.cif,1
110584.cif,0
151988.cif,0
417100.cif,0
414137.cif,0
391110.cif,1
89477.cif,1
255714.cif,0
187990.cif,1
408082.cif,1
174530.cif,1
12152.cif,1
59872.cif,1
23925.cif,0
623648.cif,1
76078.cif,1
184928.cif,1
36612.cif,0
652635.cif,1
237421.cif,1
98503.cif,1
409550.cif,0
31420.cif,1
638088.cif,1
72190.cif,1
646618.cif,1
265631.cif,0
674204.cif,0
81140.cif,0
169398.cif,1
15686.cif,1
243834.cif,0
168680.cif,1
419758.cif,0
79594.cif,1
432088.cif,1
170282.cif,0
20701.cif,0
86268.cif,1
150731.cif,1
106975.cif,1
105643.cif,1
419086.cif,1
634091.cif,1
249329.cif,0
413603.cif,0
618234.cif,1
20130.cif,0
262189.cif,0
189871.cif,1
391334.cif,0
623625.cif,1
649837.cif,1
183913.cif,0
2615.cif,0
150647.cif,1
391435.cif,0
97956.cif,0
408287.cif,0
423222.cif,0
172188.cif,0
413270.cif,0
674803.cif,0
244397.cif,0
184361.cif,1
94449.cif,1
427606.cif,0
430367.cif,0
24699.cif,1
195370.cif,0
610884.cif,1
200926.cif,0
628223.cif,1
50646.cif,1
264143.cif,0
262373.cif,0
83613.cif,1
625048.cif,1
632286.cif,1
38053.cif,1
160183.cif,1
248767.cif,0
76232.cif,1
623661.cif,1
4289.cif,0
79161.cif,0
86289.cif,0
612618.cif,1
260290.cif,0
190430.cif,1
411979.cif,1
94542.cif,0
202644.cif,0
601773.cif,1
675409.cif,1
172068.cif,1
42429.cif,1
172208.cif,1
658138.cif,1
76427.cif,0
25753.cif,1
166612.cif,0
97889.cif,0
617507.cif,1
89989.cif,0
641596.cif,1
74865.cif,0
657240.cif,1
60897.cif,0
105385.cif,1
252540.cif,0
646928.cif,1
635333.cif,1
91772.cif,1
195757.cif,1
71346.cif,0
3193.cif,0
260090.cif,0
43269.cif,1
43192.cif,1
169712.cif,0
3107.cif,0
30874.cif,1
106703.cif,1
642631.cif,1
98139.cif,0
76164.cif,1
84780.cif,1
244223.cif,0
613979.cif,1
419398.cif,0
110023.cif,0
402888.cif,0
89609.cif,0
53221.cif,1
50869.cif,1
256561.cif,0
83526.cif,0
290274.cif,0
391069.cif,0
419472.cif,1
186523.cif,0
75736.cif,1
168637.cif,1
41993.cif,1
103975.cif,1
608701.cif,1
106977.cif,1
650178.cif,1
250388.cif,0
249364.cif,0
159362.cif,1
281595.cif,0
56261.cif,1
62873.cif,1
105604.cif,1
195760.cif,1
84869.cif,1
198250.cif,1
623131.cif,1
95133.cif,1
416590.cif,0
35736.cif,0
675822.cif,1
94355.cif,0
623474.cif,1
59331.cif,0
675883.cif,0
8159.cif,1
417899.cif,1
601001.cif,1
247913.cif,1
634996.cif,1
79616.cif,0
419541.cif,1
173833.cif,0
62593.cif,0
56500.cif,0
10203.cif,0
406666.cif,0
290482.cif,1
261930.cif,1
108340.cif,1
67148.cif,1
263058.cif,1
91258.cif,0
251808.cif,1
29054.cif,1
240475.cif,0
426076.cif,0
66765.cif,1
236396.cif,1
249588.cif,0
4637.cif,0
74686.cif,1
88210.cif,1
61807.cif,1
241521.cif,0
69055.cif,0
37144.cif,0
264468.cif,1
264832.cif,0
150659.cif,1
627.cif,0
103367.cif,1
31659.cif,0
83261.cif,0
1309.cif,0
640309.cif,1
97509.cif,0
414424.cif,0
39932.cif,1
634537.cif,1
601234.cif,1
605789.cif,1
81231.cif,0
172606.cif,0
92591.cif,0
43874.cif,1
42119.cif,1
613489.cif,1
3136.cif,0
637418.cif,1
110565.cif,0
415572.cif,0
51442.cif,1
102229.cif,1
424228.cif,0
614460.cif,1
291496.cif,0
85938.cif,1
246238.cif,1
24475.cif,0
621644.cif,1
258502.cif,1
59241.cif,0
84563.cif,0
195499.cif,1
425465.cif,0
58122.cif,1
419533.cif,0
77053.cif,0
50442.cif,0
2563.cif,0
671216.cif,1
69139.cif,0
104327.cif,1
79238.cif,1
412335.cif,0
51052.cif,0
106492.cif,1
104448.cif,1
413630.cif,0
97006.cif,1
168948.cif,1
418844.cif,0
59970.cif,0
57487.cif,1
262007.cif,0
9293.cif,1
240694.cif,0
671982.cif,1
674234.cif,0
676206.cif,1
264913.cif,0
630596.cif,1
168282.cif,0
35156.cif,1
16549.cif,1
418521.cif,0
670653.cif,1
402906.cif,0
612261.cif,1
57986.cif,1
416899.cif,1
20152.cif,0
36277.cif,1
257863.cif,0
409778.cif,1
410350.cif,1
658230.cif,1
651125.cif,1
647776.cif,1
15595.cif,0
428965.cif,1
424375.cif,0
156100.cif,1
65439.cif,1
605675.cif,1
652436.cif,1
281416.cif,1
600912.cif,1
31124.cif,0
244861.cif,0
237605.cif,0
427607.cif,0
249513.cif,0
614549.cif,1
190184.cif,1
80322.cif,0
173558.cif,0
412444.cif,0
62523.cif,1
635824.cif,1
670006.cif,0
425779.cif,1
57056.cif,1
110801.cif,1
246822.cif,0
605794.cif,1
250700.cif,0
60143.cif,1
35366.cif,0
249519.cif,1
36605.cif,1
249650.cif,0
193096.cif,1
630564.cif,1
6224.cif,1
245227.cif,0
244074.cif,0
422862.cif,0
260765.cif,0
640690.cif,1
607110.cif,1
16090.cif,0
433807.cif,0
290291.cif,0
2243.cif,1
256687.cif,0
75228.cif,1
240322.cif,0
253214.cif,0
186995.cif,0
645644.cif,1
420540.cif,1
601136.cif,1
607304.cif,1
191665.cif,1
639785.cif,1
150584.cif,1
261774.cif,0
162968.cif,0
35254.cif,0
421612.cif,0
670249.cif,0
418001.cif,0
82092.cif,1
419370.cif,0
422442.cif,0
71081.cif,1
617562.cif,1
91240.cif,1
84328.cif,1
102606.cif,1
202010.cif,0
20772.cif,0
648030.cif,1
98585.cif,1
99583.cif,1
105408.cif,1
168652.cif,1
35136.cif,0
4804.cif,1
89237.cif,1
186048.cif,1
50505.cif,1
256512.cif,0
28656.cif,1
674232.cif,0
154705.cif,1
77172.cif,0
76997.cif,1
78187.cif,0
616087.cif,1
658454.cif,1
249518.cif,1
621690.cif,1
602602.cif,1
44042.cif,1
189296.cif,1
611805.cif,1
240169.cif,1
187187.cif,0
82281.cif,0
44568.cif,1
62436.cif,1
600729.cif,1
168286.cif,1
87893.cif,0
190858.cif,0
85067.cif,0
417569.cif,1
239790.cif,0
61131.cif,0
72711.cif,0
646991.cif,1
647367.cif,1
39468.cif,0
649206.cif,1
109317.cif,1
82952.cif,0
415451.cif,1
670935.cif,1
99588.cif,0
20393.cif,0
62989.cif,0
79570.cif,1
248870.cif,0
81464.cif,0
23620.cif,1
16706.cif,0
191762.cif,1
55779.cif,1
73545.cif,0
16034.cif,1
167655.cif,1
79628.cif,0
415737.cif,1
434245.cif,0
82266.cif,0
246019.cif,1
412750.cif,0
20862.cif,0
50842.cif,0
31106.cif,0
670864.cif,1
238235.cif,0
152863.cif,1
57937.cif,1
78946.cif,0
657338.cif,1
187054.cif,0
103548.cif,1
106615.cif,1
31543.cif,0
56614.cif,0
612466.cif,1
601549.cif,1
237404.cif,1
24512.cif,0
62060.cif,1
73584.cif,0
629957.cif,1
230021.cif,1
430429.cif,0
645338.cif,1
193216.cif,0
60603.cif,1
38382.cif,0
181985.cif,0
160052.cif,1
30364.cif,1
48190.cif,0
642422.cif,1
87520.cif,0
36516.cif,0
17001.cif,1
103087.cif,1
253880.cif,1
429987.cif,0
252897.cif,1
4037.cif,0
42577.cif,1
251924.cif,0
237420.cif,1
154892.cif,1
187715.cif,1
652289.cif,1
151153.cif,0
163031.cif,0
59185.cif,1
92825.cif,0
5154.cif,0
675061.cif,1
95880.cif,0
198134.cif,1
185651.cif,1
182350.cif,1
40984.cif,0
622837.cif,1
424296.cif,0
429597.cif,1
108298.cif,1
236399.cif,1
62117.cif,1
81772.cif,0
609483.cif,1
2301.cif,0
92428.cif,1
15079.cif,1
415422.cif,0
658673.cif,1
8153.cif,1
52773.cif,1
639321.cif,1
670507.cif,1
279607.cif,1
31563.cif,0
423428.cif,0
42428.cif,1
2450.cif,0
105272.cif,1
33803.cif,1
230478.cif,1
426540.cif,1
36185.cif,0
608815.cif,1
249653.cif,0
2379.cif,0
252344.cif,1
188505.cif,1
200962.cif,0
103079.cif,1
1997.cif,1
256568.cif,0
61256.cif,0
633323.cif,1
71695.cif,1
265424.cif,0
16968.cif,0
61373.cif,0
247820.cif,0
98572.cif,0
45667.cif,0
419659.cif,1
614842.cif,1
614840.cif,1
4099.cif,1
626472.cif,1
39424.cif,0
29132.cif,0
6042.cif,0
671945.cif,0
416629.cif,1
79716.cif,0
189704.cif,1
118.cif,0
428168.cif,0
248827.cif,1
110.cif,0
80772.cif,1
54104.cif,1
58034.cif,1
240696.cif,1
244680.cif,0
249570.cif,0
8232.cif,0
171141.cif,1
415675.cif,0
638718.cif,1
424366.cif,1
100854.cif,0
163000.cif,0
170877.cif,1
676268.cif,1
409801.cif,1
645218.cif,1
675958.cif,1
630983.cif,1
249484.cif,1
83465.cif,0
9086.cif,0
73597.cif,1
433043.cif,0
675015.cif,1
82738.cif,0
637479.cif,1
639018.cif,1
100784.cif,0
159790.cif,0
97682.cif,1
238789.cif,0
81643.cif,0
625319.cif,1
201710.cif,0
406831.cif,0
425991.cif,1
90292.cif,1
9100.cif,1
66276.cif,0
263524.cif,0
105483.cif,1
630986.cif,1
44581.cif,1
291392.cif,0
1084.cif,0
615256.cif,1
31078.cif,1
75970.cif,0
634323.cif,1
98361.cif,0
181498.cif,1
636318.cif,1
417550.cif,1
63184.cif,0
603631.cif,1
280891.cif,0
196837.cif,0
624413.cif,1
411046.cif,1
424943.cif,1
670790.cif,1
155489.cif,0
108477.cif,1
192468.cif,1
15591.cif,0
634312.cif,1
109279.cif,1
422766.cif,1
608199.cif,1
657930.cif,1
104979.cif,1
195766.cif,1
34607.cif,0
256493.cif,0
25567.cif,0
173212.cif,0
22243.cif,1
95086.cif,0
408113.cif,0
673653.cif,1
180335.cif,0
265453.cif,0
43872.cif,1
636960.cif,1
82958.cif,0
255963.cif,1
9116.cif,1
2978.cif,0
628704.cif,1
248145.cif,1
174533.cif,0
649450.cif,1
10193.cif,0
611068.cif,1
82265.cif,0
250777.cif,1
672050.cif,1
263795.cif,0
710012.cif,0
173608.cif,0
23203.cif,0
265166.cif,0
79805.cif,0
672151.cif,1
832.cif,1
645716.cif,1
157521.cif,1
623348.cif,1
672025.cif,1
621097.cif,1
421753.cif,1
411740.cif,0
35767.cif,0
20181.cif,0
248683.cif,1
649299.cif,1
71615.cif,1
602180.cif,1
249583.cif,0
260932.cif,1
634992.cif,1
109733.cif,1
249460.cif,0
636630.cif,1
650452.cif,1
97662.cif,0
34110.cif,1
421811.cif,1
417047.cif,1
391255.cif,0
421674.cif,0
644477.cif,1
172432.cif,0
672257.cif,1
72492.cif,1
60990.cif,0
160222.cif,0
182484.cif,1
30965.cif,0
252952.cif,1
201200.cif,0
411953.cif,0
31104.cif,1
600147.cif,1
68002.cif,1
411543.cif,1
91315.cif,0
187642.cif,0
6093.cif,0
650000.cif,1
99497.cif,0
170925.cif,0
675554.cif,0
42559.cif,1
256567.cif,0
61123.cif,0
280068.cif,0
420300.cif,0
78687.cif,1
78167.cif,1
617912.cif,1
249972.cif,0
43184.cif,1
50936.cif,1
45392.cif,1
109302.cif,0
621387.cif,1
110104.cif,1
84441.cif,0
422349.cif,0
193490.cif,0
414253.cif,0
611714.cif,1
605693.cif,1
59862.cif,1
22148.cif,1
420329.cif,0
432927.cif,0
643974.cif,1
641787.cif,1
188994.cif,0
635625.cif,1
237151.cif,1
402191.cif,0
242057.cif,0
38107.cif,1
675798.cif,1
240161.cif,1
676319.cif,1
627194.cif,1
43768.cif,1
76347.cif,1
167518.cif,0
34888.cif,0
181160.cif,1
160985.cif,0
648056.cif,1
651799.cif,1
190987.cif,1
637725.cif,1
50845.cif,0
76428.cif,1
93241.cif,1
676074.cif,0
24931.cif,1
190654.cif,0
93150.cif,1
70056.cif,1
641457.cif,1
106077.cif,1
100781.cif,1
109492.cif,1
184245.cif,1
264658.cif,0
255185.cif,0
244811.cif,0
869.cif,1
254754.cif,0
261835.cif,0
37000.cif,0
150773.cif,1
40178.cif,0
635811.cif,1
58227.cif,1
406744.cif,0
108179.cif,1
290938.cif,1
601477.cif,1
648115.cif,1
98625.cif,0
618591.cif,1
68908.cif,0
201667.cif,0
165378.cif,1
105506.cif,1
251934.cif,0
71650.cif,1
812.cif,0
617424.cif,1
174045.cif,1
34803.cif,0
255774.cif,0
14096.cif,1
28286.cif,1
245974.cif,0
42324.cif,1
249878.cif,0
616323.cif,1
104518.cif,1
630616.cif,1
200928.cif,0
640.cif,0
155767.cif,1
55069.cif,1
202564.cif,1
53607.cif,1
251679.cif,0
23036.cif,1
85927.cif,1
1968.cif,0
58141.cif,1
238236.cif,0
676255.cif,1
62124.cif,0
647225.cif,1
401745.cif,1
248730.cif,0
245235.cif,1
106129.cif,1
422490.cif,0
110421.cif,0
670657.cif,0
674211.cif,0
643609.cif,1
156975.cif,1
96249.cif,1
184011.cif,0
636726.cif,1
649899.cif,1
94455.cif,0
106394.cif,1
255077.cif,0
172462.cif,0
675809.cif,1
415918.cif,0
638726.cif,1
647474.cif,0
423334.cif,0
600559.cif,1
107099.cif,1
430624.cif,1
163117.cif,0
244350.cif,0
72307.cif,0
424783.cif,0
2844.cif,0
630109.cif,1
192252.cif,0
647228.cif,1
98403.cif,1
194626.cif,0
430192.cif,1
676172.cif,1
100155.cif,0
619369.cif,0
432303.cif,0
407809.cif,0
43684.cif,1
251544.cif,0
236592.cif,1
402487.cif,1
152859.cif,1
44381.cif,1
239629.cif,0
615708.cif,1
56903.cif,0
646992.cif,1
102295.cif,1
106250.cif,1
260285.cif,1
615696.cif,1
99804.cif,0
30200.cif,1
3155.cif,0
636174.cif,1
244468.cif,0
415903.cif,1
260300.cif,1
85947.cif,1
62977.cif,0
430121.cif,1
194597.cif,0
624040.cif,1
18004.cif,0
174628.cif,1
237410.cif,1
639504.cif,1
77680.cif,1
93219.cif,1
106826.cif,1
243505.cif,1
264627.cif,0
62203.cif,1
150998.cif,0
65471.cif,0
25369.cif,0
19064.cif,0
104613.cif,1
251724.cif,1
106940.cif,1
27378.cif,1
262110.cif,0
189911.cif,1
105890.cif,1
75390.cif,1
603309.cif,1
88497.cif,1
154.cif,1
39808.cif,0
671442.cif,1
263544.cif,0
39537.cif,1
630618.cif,1
9270.cif,0
102815.cif,1
238045.cif,0
240384.cif,0
30770.cif,1
67517.cif,0
616641.cif,1
53352.cif,1
57633.cif,1
67111.cif,0
168983.cif,0
630930.cif,1
423641.cif,1
4571.cif,0
671607.cif,1
24980.cif,1
264781.cif,0
201836.cif,1
636233.cif,1
187242.cif,0
280041.cif,0
257408.cif,0
239644.cif,1
240962.cif,0
404694.cif,1
614473.cif,1
410857.cif,1
411627.cif,0
407044.cif,0
253811.cif,1
602085.cif,1
648912.cif,1
66365.cif,0
240170.cif,1
184561.cif,0
649697.cif,1
622806.cif,1
110229.cif,0
82216.cif,0
247564.cif,0
414553.cif,0
109996.cif,0
107121.cif,1
60628.cif,1
428543.cif,0
54517.cif,1
658944.cif,1
243510.cif,1
183721.cif,0
88017.cif,0
67535.cif,0
86672.cif,0
629875.cif,1
676221.cif,1
38268.cif,0
647834.cif,1
81134.cif,0
241829.cif,0
202422.cif,0
658828.cif,1
635153.cif,1
200956.cif,0
201329.cif,0
254413.cif,0
616528.cif,1
67887.cif,0
166670.cif,0
417827.cif,1
616039.cif,1
33237.cif,0
200205.cif,1
163058.cif,0
90195.cif,1
31960.cif,0
415435.cif,0
161585.cif,1
623665.cif,1
632092.cif,1
174642.cif,1
613774.cif,1
15320.cif,0
244236.cif,1
672877.cif,1
161482.cif,0
102036.cif,1
96100.cif,0
613124.cif,1
87272.cif,1
412168.cif,0
93394.cif,0
62835.cif,0
31462.cif,1
156178.cif,1
188588.cif,1
165374.cif,0
67460.cif,0
87778.cif,0
173678.cif,1
671947.cif,0
33953.cif,0
95935.cif,0
60440.cif,0
657989.cif,1
416023.cif,0
243888.cif,0
416651.cif,0
420710.cif,0
300172.cif,0
643724.cif,1
41479.cif,1
649096.cif,1
84198.cif,1
3106.cif,0
676050.cif,1
240223.cif,0
409883.cif,0
82200.cif,0
257989.cif,1
617073.cif,1
23176.cif,1
237588.cif,1
107067.cif,1
619133.cif,1
411142.cif,0
185595.cif,0
240132.cif,1
415289.cif,1
24930.cif,1
602917.cif,1
40169.cif,0
33760.cif,0
426310.cif,0
105878.cif,1
642598.cif,1
98614.cif,0
633821.cif,1
110747.cif,0
56109.cif,0
153804.cif,1
656955.cif,1
1440.cif,0
4770.cif,0
97849.cif,0
87281.cif,0
632148.cif,1
26953.cif,1
8260.cif,0
9154.cif,0
163866.cif,0
56785.cif,1
675735.cif,1
78422.cif,0
244215.cif,0
163909.cif,1
43231.cif,1
613369.cif,1
59525.cif,1
91474.cif,0
183334.cif,1
39326.cif,1
300222.cif,0
674035.cif,0
24010.cif,1
260878.cif,1
2591.cif,0
420676.cif,0
44890.cif,1
433908.cif,1
61158.cif,0
79401.cif,0
1970.cif,0
65477.cif,0
409776.cif,1
59994.cif,0
425989.cif,0
58177.cif,1
105685.cif,1
58206.cif,1
422784.cif,1
244310.cif,0
66779.cif,1
195131.cif,1
102186.cif,1
32635.cif,0
2067.cif,0
613974.cif,1
614343.cif,1
105292.cif,1
60091.cif,0
195831.cif,0
636464.cif,1
97465.cif,0
673565.cif,1
1867.cif,1
76057.cif,1
39293.cif,0
150460.cif,0
200749.cif,0
412902.cif,0
380307.cif,0
52676.cif,1
106798.cif,1
79934.cif,1
191996.cif,1
280776.cif,0
416168.cif,0
261225.cif,0
246277.cif,0
411722.cif,0
60660.cif,1
87884.cif,0
240947.cif,0
73252.cif,1
262307.cif,1
20380.cif,1
8283.cif,0
30224.cif,0
75509.cif,1
429615.cif,0
65731.cif,0
172512.cif,0
194213.cif,0
44255.cif,1
621055.cif,1
152599.cif,1
423940.cif,1
612471.cif,1
92978.cif,0
59455.cif,1
201839.cif,0
3029.cif,0
14119.cif,0
380488.cif,0
58472.cif,1
72515.cif,0
57555.cif,1
245843.cif,0
256835.cif,0
90415.cif,0
79278.cif,0
412288.cif,0
412706.cif,1
609063.cif,1
103857.cif,1
640255.cif,1
98615.cif,0
39828.cif,0
56320.cif,0
670158.cif,1
651959.cif,1
247156.cif,1
245065.cif,0
411704.cif,0
58424.cif,1
186256.cif,1
162275.cif,1
73890.cif,0
420116.cif,0
197255.cif,1
658.cif,0
43013.cif,0
603501.cif,1
187683.cif,1
151975.cif,0
160107.cif,1
627827.cif,1
244440.cif,0
670312.cif,1
676131.cif,1
33682.cif,1
262439.cif,1
89931.cif,0
27747.cif,1
609561.cif,1
108970.cif,0
2143.cif,0
183335.cif,1
427123.cif,1
642497.cif,1
281370.cif,1
615246.cif,1
421643.cif,0
170775.cif,1
71851.cif,0
245006.cif,0
40162.cif,1
182104.cif,1
87511.cif,1
31578.cif,0
245570.cif,0
651961.cif,1
629775.cif,1
52533.cif,0
40270.cif,0
160288.cif,0
419199.cif,0
163103.cif,0
431426.cif,0
616261.cif,1
157385.cif,1
23097.cif,0
627583.cif,1
631059.cif,1
36174.cif,0
53660.cif,1
55810.cif,1
196722.cif,1
617582.cif,1
55320.cif,1
20831.cif,0
50361.cif,0
33935.cif,0
250870.cif,0
57750.cif,1
620282.cif,1
280318.cif,0
165008.cif,1
78851.cif,1
57506.cif,1
430797.cif,1
68302.cif,0
65419.cif,1
630692.cif,1
426033.cif,1
603582.cif,1
430597.cif,0
602639.cif,1
86223.cif,0
649827.cif,1
86632.cif,0
170566.cif,0
54042.cif,1
427650.cif,1
83731.cif,0
30954.cif,0
250417.cif,0
76345.cif,1
172993.cif,0
185293.cif,1
291556.cif,0
641607.cif,1
2641.cif,0
62473.cif,0
238095.cif,0
89034.cif,0
617852.cif,1
61266.cif,1
79099.cif,0
165109.cif,0
14310.cif,0
42664.cif,1
263936.cif,0
58243.cif,1
16499.cif,1
34663.cif,1
105979.cif,1
408081.cif,1
85082.cif,0
71681.cif,1
637063.cif,1
237432.cif,0
4481.cif,0
59801.cif,1
279578.cif,0
246767.cif,0
653071.cif,1
27599.cif,0
640153.cif,1
637936.cif,1
656549.cif,1
94859.cif,1
673563.cif,0
80297.cif,0
646352.cif,1
238041.cif,1
95796.cif,0
150997.cif,0
673904.cif,1
603722.cif,1
110533.cif,0
164653.cif,0
260281.cif,0
165376.cif,0
420119.cif,0
401210.cif,0
63202.cif,0
624622.cif,1
23354.cif,1
634245.cif,1
76253.cif,1
15486.cif,0
20292.cif,1
673026.cif,1
76169.cif,1
59442.cif,1
80062.cif,0
260890.cif,0
96264.cif,0
230152.cif,1
195382.cif,0
90993.cif,0
408027.cif,0
33810.cif,0
420117.cif,0
67327.cif,1
256130.cif,0
417137.cif,1
615045.cif,1
30621.cif,1
16906.cif,0
631134.cif,1
75019.cif,1
39742.cif,0
4185.cif,0
416577.cif,1
16123.cif,1
640767.cif,1
426550.cif,1
76019.cif,1
160451.cif,0
646874.cif,1
59424.cif,1
33662.cif,1
27014.cif,0
24599.cif,0
411631.cif,0
79098.cif,0
24118.cif,0
84666.cif,1
613512.cif,1
646700.cif,1
36334.cif,0
604688.cif,1
637472.cif,1
643173.cif,1
166583.cif,0
433567.cif,0
629705.cif,1
647847.cif,1
58880.cif,1
2403.cif,0
153232.cif,0
73276.cif,0
619991.cif,1
612929.cif,1
671315.cif,1
404987.cif,0
104241.cif,1
161739.cif,1
249461.cif,0
174070.cif,0
255190.cif,0
3577.cif,0
187875.cif,1
185820.cif,0
649026.cif,1
410198.cif,0
91047.cif,1
59355.cif,0
23012.cif,0
600171.cif,1
414084.cif,1
5045.cif,1
648809.cif,1
636372.cif,1
53006.cif,1
673963.cif,0
79614.cif,0
172907.cif,1
421746.cif,0
57505.cif,1
73579.cif,0
645763.cif,1
24382.cif,0
185353.cif,0
202318.cif,0
410402.cif,1
74916.cif,0
255533.cif,0
98580.cif,1
639422.cif,1
171648.cif,0
157998.cif,1
30296.cif,0
93403.cif,1
183826.cif,0
57706.cif,1
251872.cif,0
77042.cif,1
411459.cif,1
80483.cif,1
24933.cif,0
430299.cif,1
624942.cif,1
263807.cif,0
67889.cif,1
412178.cif,1
416898.cif,1
261900.cif,0
39235.cif,1
2515.cif,0
92312.cif,1
4407.cif,1
180767.cif,1
412368.cif,0
94515.cif,0
60929.cif,0
110364.cif,0
649010.cif,1
72297.cif,0
411158.cif,0
42549.cif,1
66970.cif,1
616206.cif,1
202078.cif,0
244344.cif,0
638423.cif,1
96417.cif,1
180595.cif,0
198029.cif,1
200674.cif,1
39211.cif,0
242056.cif,0
250160.cif,0
409344.cif,1
187644.cif,0
67395.cif,0
650204.cif,1
635459.cif,1
86037.cif,1
634128.cif,1
15314.cif,0
59474.cif,1
634255.cif,1
641895.cif,1
402390.cif,1
188272.cif,1
55945.cif,1
202052.cif,1
58676.cif,1
646389.cif,1
74785.cif,1
657986.cif,1
187055.cif,0
428056.cif,0
655109.cif,1
53671.cif,1
168836.cif,1
418832.cif,0
618844.cif,1
26499.cif,1
83455.cif,0
290427.cif,1
420258.cif,0
44506.cif,1
78106.cif,0
62487.cif,1
76048.cif,1
89340.cif,1
109787.cif,0
86152.cif,0
83362.cif,0
604229.cif,1
88163.cif,1
416695.cif,0
182234.cif,1
77230.cif,1
410721.cif,0
2544.cif,1
429175.cif,1
413029.cif,0
171016.cif,1
91514.cif,1
62025.cif,0
674213.cif,0
28258.cif,1
85039.cif,0
68047.cif,1
641263.cif,1
620134.cif,1
27849.cif,0
431955.cif,0
52587.cif,1
184755.cif,1
35749.cif,0
430692.cif,0
35047.cif,0
676234.cif,1
163646.cif,0
169711.cif,0
190195.cif,1
171232.cif,1
262724.cif,0
421908.cif,1
188171.cif,1
612129.cif,1
281336.cif,0
658810.cif,1
617541.cif,1
83463.cif,0
188333.cif,1
67655.cif,1
165188.cif,1
93677.cif,0
410650.cif,0
67010.cif,1
255422.cif,0
92053.cif,1
290642.cif,0
31129.cif,1
261795.cif,0
161168.cif,0
187268.cif,0
186883.cif,1
636197.cif,1
187573.cif,0
674611.cif,1
409421.cif,0
61511.cif,1
50702.cif,0
99061.cif,1
609788.cif,1
155712.cif,1
62582.cif,0
262890.cif,1
409620.cif,0
611961.cif,1
404396.cif,0
98970.cif,1
63035.cif,1
40780.cif,1
2190.cif,0
672567.cif,1
4051.cif,0
151115.cif,0
624637.cif,1
200268.cif,0
62225.cif,1
425299.cif,1
20921.cif,1
44043.cif,1
611001.cif,1
248481.cif,1
240717.cif,1
3483.cif,0
189226.cif,1
169723.cif,0
24095.cif,0
87358.cif,1
67574.cif,0
249565.cif,0
410773.cif,1
260001.cif,0
103457.cif,1
256682.cif,0
426713.cif,1
88370.cif,1
73720.cif,1
15306.cif,1
650152.cif,1
65113.cif,1
670329.cif,1
44563.cif,1
42919.cif,1
167093.cif,0
185930.cif,1
640172.cif,1
76680.cif,1
26885.cif,1
109297.cif,1
52583.cif,1
416795.cif,1
200006.cif,0
26705.cif,0
422362.cif,0
63067.cif,0
41865.cif,1
194473.cif,0
187895.cif,0
174025.cif,1
675973.cif,1
150165.cif,1
159982.cif,1
36052.cif,0
259895.cif,0
86482.cif,0
253371.cif,0
79085.cif,1
642436.cif,1
169826.cif,0
81710.cif,0
416589.cif,0
415005.cif,0
186541.cif,1
105327.cif,1
240699.cif,1
25011.cif,1
106076.cif,1
422768.cif,0
26207.cif,0
59164.cif,0
67235.cif,0
191700.cif,1
152112.cif,1
164558.cif,1
619329.cif,1
624059.cif,1
103677.cif,1
53336.cif,1
187135.cif,1
630900.cif,1
423127.cif,0
671695.cif,0
110097.cif,0
432104.cif,0
414478.cif,1
79998.cif,1
108767.cif,1
672261.cif,1
58904.cif,1
416868.cif,1
433137.cif,1
158253.cif,1
658835.cif,1
634401.cif,1
94419.cif,0
20008.cif,1
265697.cif,0
110657.cif,1
163988.cif,1
98945.cif,1
201297.cif,0
16361.cif,1
66408.cif,0
3426.cif,0
611959.cif,1
156656.cif,0
165250.cif,1
622917.cif,1
635564.cif,1
281279.cif,0
633105.cif,1
24399.cif,0
65374.cif,0
30763.cif,1
194877.cif,1
639687.cif,1
50805.cif,0
631309.cif,1
249221.cif,1
619385.cif,1
57574.cif,1
284.cif,0
649852.cif,1
609505.cif,1
90125.cif,1
260729.cif,0
237437.cif,0
36446.cif,0
280276.cif,0
183508.cif,1
78871.cif,1
20688.cif,0
65331.cif,0
280963.cif,0
671464.cif,0
817.cif,0
